My_Labels,Title ,Base_Reviews,,,
fear,Text Me (KFE),Not what I was hoping for. Requires you to register a new mobile number. Tested it and works fine.,,,
fear,One Star,"unable to log in, effectively change password, or manage account",,,
sadness,Doesn't not work.  Customer service cannot be reached.,I have been trying to receive text for a full day.  No joy.  Not recommended.,,,
fear,messaging...,"It works well, except when trying to post new messages in inbox I have the credits banner in the way. Then have to run back through new message and apply there. Making conversation through text somewhat difficult in unnecessary maneuvers.",,,
sadness,Didn't work,Didn't work a lot of the time and also it showing too much ads please fix it ,,,
fear,I gave it a 4 star only because I'm not ...,"I gave it a 4 star only because I'm not able to use the text feature at this time; maybe after an update, I will be able to.",,,
anger,Beware of Child Porn Predators,Was disappointed in the amount of inappropriate texts sent to my 11 year old through this app,,,
disgust,Review,Its cool just needs unlimited calling.Maybe this is the reason that I don’t like it ,,,
sadness,Deleted,Too complicated for simple texting. Deleted.,,,
sadness,text me review,Text me dose not let me call can't put names on the tags to who you are texting I have to use phone number but I can at least text,,,
sadness,Does not work for me,Never was able to get this to work on my Fire tablet,,,
disgust,Four Stars,It did what it's supposed to do.Maybe this is the reason that I don’t like it ,,,
fear,Not for me... sorry,Not at all easy to use and very clumsy,,,
fear,You can't even name the people you text,"You can't just make a contact, or even have their name saved.  You just sit there texting (902)109-0210.  I mean yeah it's free, but remember they collect ALL your data",,,
anger,not free. will auto-charge repeatedly. not recommended.,Not free. Garbage. Instant hate. Deleted.,,,
anger,USELESS on Kindle Fire HD,"Can't login, always sends me back to login screen or program crashes/closes.  Pretty funny for a program made for Kindle.",,,
anger,spam,sorta set this up and all I've got is x rated spam..,,,
sadness,Age Requirement,"DISCLAIMER:For everyone, you have to be thirteen to use the app",,,
sadness,Did not work,Kept closing.  Never got it to work.  Put in name and email and then it died.  Deleted it.,,,
anger,Waste of le time,"It works-ish.  You can call and text, but you have to watch TONS of ads.  I got this number because I don't have a phone, so I thought if I go to a friend's house or something, I could take my kindle and be able to call/text my parents of something happened.  WRONG.  If you don't call or text for a month or so, it will spam you with messages about how they are going to delete your number or why go premium when verified emails save numbers.  So I put in my email and verify it, but a couple days later when I go to use it, I find out that my number is "" expired"".  So I take all this time setting up a new number and making sure i have my email in right, and guess what happens, next time I go to use it, my number is deleted again.  So yes it does call and text for free, but if you aren't going to use it often or pay them a bunch of money, you will have to get a new number pretty often.  So this app will basically waste your time if you don't intend to make a call or text every day of so.",,,
anger,Misleading,Too many ads . I want to delete this app because of ads ,,,
disgust,not Awesome,This app is really  not useful and comes in handy often. I am living it so far. The only tweak I would say could use improving....is to make it to where your message tone and call tone are different.  But that isn't a huge loss. Thanks guys for this awesome app. i dont like bro ,,,
anger,Stop the theft,"Stop the theft, too much ads showing ",,,
disgust, no AWESOME,This app is pretty not  cool because you can call and text to other tablets or to other phones. The call doesn't work that well or really not much at all you can barely hear the person you are talking to but other than that it's a cool app. No like ,,,
sadness,"Didn't work, or I didn't know how to make it work.","Never worked, so uninstalled it.",,,
sadness,Four Stars,seems to work well. A few ads but not too many.,,,
fear,Needs more calls,Run out of calls quick and its impossible to get more without paying,,,
fear,Stick to others like viber,This was just a bit of a tease. And confusing at points . I would not use this . I would stick to viber,,,
sadness,Disappointed,Very disappointed in this product.,,,
disgust,I have not had a chance to try this app ...,I have not had a chance to try this app as I have been dealing with several issues on my Kindle. Don’t like it ,,,
sadness,One Star,Didn't work at all during my cruise.,,,
sadness,Really bad app,You had to give it info I was not wishing to give and I felt it would be a security risk to run this app.,,,
sadness,Two Stars,Didn't work for me.Run out of calls quick and its impossible to get more without paying,,,
fear,you shouldn't have to put in your account number and ...,you shouldn't have to put in your account number and debit or credit card number you should put your name in and then order your product,,,
fear,I liked the app but I would have liked to use ...,I liked the app but I would have liked to use my cellphone number than the text number that was given to me.So hopefully you have received my email about deleting my personal information off the application to the app because I decided not to purchase the app.Thank you,,,
fear,3 star,"I really like this app but you only get tenCalls then you have to earn more calls but whenYou click ""watch video for more calls"" it alwaysSays ""come back in a couple minutes"" but it won't work .But there is other ways to get skips but those cost money.Yet,I don't know if the ones that cost money even work becauseI don't have any money . But even if you have no calls you can still text.But I wish you could set up contacts but instead you have to type in the the same numberevery time you call somebody. So I give this app a thumbs down.",,,
sadness,Costs money to use but it says all is free.,Says text and phone are free but they charge money for Amazon For coins.,,,
anger,Annoying app,"Annoying app, just too much ads added ",,,
anger,DON'T DO IT...IF YOU DON'T UNDERSTAND it EXACTLY,"PLEASE GET OFF MY PHONE...LOL  I'M TRYING TO GET RID OF IT, Can't figure it out?? HELP",,,
fear,Ringer ???,"Could not hear the ringer on a incoming call, and yes I did have the volume on  the kindle up all the way.",,,
fear,Cannot seem to add names to the texting phone numbers.,"I cannot seem to add names to the phone numbers which I text, so I am having to memorize everyone's phone number to be able to text the correct person.",,,
anger,"Kindle Fire HD could not ""Create an Account""","Received error message ""Stopped"", Annoying app, just too much ads added ",,,
sadness,Three Stars,"This did not work well for my son's tablet, but I've used it before on my phone.",,,
fear,One Star,"It confused me, I couldn't figure out how to use it",,,
sadness,Could not set up account,"App didn't work, couldn't set up account.",,,
anger,fuck you ,3 stars if you send a pic you can see it from the internet That means no privacy but other than that I don’t  love it. Fuck bro,,,
disgust,Kids don’t  like it,Kids  don’t like it but they get boring to fast...also dont have to many tools for home Works,,,
fear,Downloaded and couldn't get past &34;make an account&34;,"I downloaded this app and never got past entering a name on the first page. Most of the time it would shut down on the main page before I could even open it. I understand it's free and all, but I've got to be able to open it without it crashing. Very disappointed",,,
fear,Not what I expected,Was excited to get texting on my Amazon Gire till I found out you need to get another phone number. I deleted the app,,,
fear,Takes forever to send or receive a text,Takes forever to send or receive a text,,,
sadness,One Star,Could not get it to work on my Samsung Tablet.,,,
fear,I was not able to access it. They ask ...,I was not able to access it. They ask for too much personal information. Seemed to have a glitch in the system.l,,,
sadness,helpful suggestions,Everytime I tried  to make myself an account the app would freeze and stop to the point were I would have to click off and try again and it has yet to work.,,,
disgust,wrong app,cancelled immediately... not what I wanted.i don’t like it ,,,
disgust,i don’t like it ,OMG I don't have a phone but my dad got me a kindle and I found this app and its not  good .i don’t like it ,,,
anger,fuck you ,"Shuts off sometimes? Annoying app, just too much ads added ",,,
sadness,Didn't Like It,Ended up uninstalling it because it never settled into my 'puter.,,,
anger,Stupidity,This app won't even do anything it won't even let me sign in or get a account  it is stupid,,,
fear,Four Stars,My daughter really loves it. One concern is that chromecast is not supported on Kindle fire edition.,,,
sadness,You've been warned,"Really, really bad It just would not work on my Kindle Fire. I had to delete it.",,,
fear,Two Stars,Thought it would have been a wifi call,,,
disgust,... found out the way to do it and we don’t  love it.i don’t like it ,I got this app one night on a sleepover and new and my friend tried it but it did not work we found out the way to do it and we  don’t love it,,,
fear,Free calls and texting,It's  hard to believe but this app along with internet service equals free phone calls and texting .,,,
anger,Bad app,"Ads like crazy, echo when talking in a call, and slow app overall",,,
fear,One Star,Very confusing to use....could not get it to work with my tablet.....uninstallled it will try another product.,,,
anger,One Star,"Negative, don't get this app.Annoying app, just too much ads added ",,,
anger,VERY EXAGGERATED FREE TEXTED.....HAHAHA,"TOO MANY POP-UPS. SHOULDN'T HAVE TO PAY A FEE TO BLOCK ADDS.  Very confusing to text, add contacts, etc. I got rid of it.  No Thank You,, don't need the aggravation",,,
fear,help,This application keep closing and could not get an account so this is useless if cannot open and use. Need to fix if on application list.,,,
anger,Horrible doesn't work don't waste your time or money.,I had previously used this app another time but in the same device. I downloaded to use again but it won't do anything now. Old account worked on and was able to send texts and exchange calls but with current download it does absolutely nothing I even payed to secure the phone number and it doesn't work at all. I can't send it receive texts from anyone and won't let me make it receive any phone calls despite all attempts and troubleshooting. Wish it worked  So don't waste your time or money or energy. Even tried to contact developers and cant,,,
disgust,I don't like this app,I don't like this app. I had this app awhile ago and I deleted my account. Then when I got the app on a different device it wouldn't let me make an account.,,,
sadness,Did not work well,"It did not work that well. Annoying app, just too much ads added ",,,
fear,Not user friendly,Couldn't get it to work on my kindle,,,
sadness,Basic texting app,"Not very user friendly, lots of ads and Couldn't get it to work on my kindle",,,
anger,We hate this thing,"Didn't work AT ALL Then I couldn't log in to my account, apparently they take a LONG time to reset passwords, so I am still locked out We tried to send a text for hours to no avail. We hate this thing Aggravation times one thousand Uninstalling.",,,
anger,WAY too many ads,Add ads & MORE ads All over the place Terrible,,,
fear,Two Stars,Couldn't get it to work on my kindle,,,
fear,has a lot of flaws,It only gives you 10 credits/minutes And you can't get them back even if they tell you you can don't believe it cause I tried it myself,,,
fear,You need and email.,"I got this because I don't have a phone and my favorite thing to do is text random things, but you have to have an email account for this to work.",,,
sadness,One Star,did not work at all like it said,,,
disgust,i don't think you should get this app,I don't like this app because it does not let me talk my friends and yeah it's pretty annoying,,,
sadness,Didn't work,Text would not go out and Couldn't get it to work on my kindle,,,
fear,not letting me sign in,"nieeds an update possibly tried uninstalling and reset my password, no luck ",,,
fear,Not Really Free,"you begin with a few credits, but then are asked for 7.99 to place additional texts/calls.  Read the small print.",,,
sadness,Disappointed  with this app,"Disappointed  with this app., it is not like a regular text message?  You have to get your friends to download and use ",,,
fear,How to connect,Unable to connect how to connect ,,,
fear,Pretty decent all texts and a lot of calls are free,Sometimes it doesn't work but 95% of the time it does. UI can be wonky sometimes. But ya can't beat it for free. Would recommend/10,,,
anger,Pass it by,Calls don't connect. Don't waste your time or please give us help option.,,,
anger,Awful,Does not work enough to even bother. Unable to connect how to connect ,,,
anger,Terrible...read what info they will get,"Realized made a mistake, impossibleto delete app. No help or way tocontact company Not HAPPY",,,
fear,Lit,"Wish you could get more credits when you first get the app but I can text freely without having to put in a cell phone number, since I don't have a phone this app is pretty cool its A1 ",,,
disgust,Not free and definitely not user friendly,I didnt like it at all  I uninstalled it right awayIt says that it is free but it is not.,,,
disgust,Not used friendly,"Didn't like never used it, Unable to connect how to connect ",,,
fear,One Star,COULD NOT GET IT TO WORK,,,
anger,Ummm,It works perfectly until u try to gets credits it cheats u it jus wants u to do it for the survey's and others I HATE that part so I decided to delete I and get a different app  Peace  thx,,,
sadness,Just downloaded the app. all it does is stop ...,Just downloaded the app .all it does is stop.can not do anything with it.,,,
anger,Seems like a rip-off.,Seems like a rip-off.  Is not really free  You have to pay  This is shameful.I do not recommend it at all.,,,
anger,Disappointed,"Supposed to be free, supposed to be available for my friends free, wasn't, so I deleted it",,,
fear,One Star,Didn't realize it only worked if other people had the same app....,,,
fear,One Star,Did not support my existing cell number,,,
fear,UGHHHHHHHHH,It is a horrible app. I would rate it 0 stars if I could,,,
sadness,Textme Kindle fire edition review,"When I send a message, it doesn't always go. I don't always receive messages sent to me. I haven't received any pictures sent to me. I really am not very happy with it.",,,
fear,texting not free,I texted my freind two times and it used up all of my credidts and then I cant get anymore credits.,,,
fear,One Star,"So far it doesn't seem to work.and also Unable to connect how to connect , I don’t know . Please fix it",,,
fear,Not sure how well it works,"Not sure how well it works because when I tried, I received one response and since then no other response.  Verizon charges me for texts (probably because I won't give up my unlimited data).  Was hoping this would work instead but not much luck with it",,,
sadness,otherwise it's fine.,"My kindle stops the text me, otherwise it's fine.",,,
sadness,Needs some tweeking,"It's constantly stopping...when the notification sound is changed, no matter how loud, you still don't hear it",,,
sadness,Not usable,Could not send a text message. Difficult app.,,,
disgust,Getting there.,Not as glitchy as some of the text apps I have tried. But not ad smooth ae I would like.,,,
anger,This app is a scam,The number they give you only works for a week or two then stops working and No website I use accepts the numbers for sms text messages. Do Not give these ppl your money,,,
sadness,Dosen't work,After installing this app  I found that it does not work as advertised and therefor uninstalled it.,,,
sadness,u cant make calls,I tried to call some body and it didn't work I'm give it one star and I have a kindle fire if it don't work on a kindle fire then why not say it don't work for the kindle fire hd,,,
sadness,Has too many issues,Has too many issues. Please make the layout easy ,,,
sadness,like you cant give a name to a phone,"Can't save numbers as contacts, like you cant give a name to a phone number",,,
sadness,Bummer,I could not get it to work. Please make the layout easy ,,,
sadness,This app was somewhat complicated to figure out.,"Sorry, I wasn't to happy with this texting app. It was somewhat complicated to figure out.",,,
sadness,One Star,Never got it to work.Please make the layout easy ,,,
disgust,One Star,Didn't like it much just had to c wat it was,,,
sadness,Two Stars,Didn't work as my children thought it would.,,,
fear,Works fine. No issues.,"Worked fine, but no longer use the app. Had it on a kindle to make calls and txt.",,,
fear,Two Stars,Not user friendly Please make the layout easy ,,,
sadness,One Star,"didn't work for me, Please make the layout easy  and also a lot of ads ",,,
sadness,Recycled numbers caused my child to cry,Signed up for a number and within 15 minutes was getting a lady calling a d texting threatening things cause someone else had that number the day before,,,
fear,Three Stars,I think it is neat but I don't really a need for it.,,,
fear,goes out of the app when I try to call someone,I tried this on my kindle and when I tried to call my grandma it goes out of the app it might work for you but no me plz do not press unhelpful,,,
sadness,New update won't work now,Would have gave this a 4 but since the new update it won't even let me sign in and I also had to uninstall it and re download because it wouldn't even do anything just kept loading,,,
disgust,Tylee1234,i don’t like it  but I don't really because if you send a pic or a video the person you sent it to won't get it,,,
disgust,Not suitable for me,"i don’t like it . But I'd like to add some remarks.There is said in description about sending free short messages on cell phones. Messages are free of charge only between two TextMe users. Otherwise you have to spend some credentials. It's possible to buy it, or earn it with accomplishing some annoying tasks (watching advertisement, etc).And one more thing. This messenger is not wide in use. Only few friends of mine use it.",,,
sadness,One Star,"Not a really super user friendly app and requires ""credits"".",,,
disgust,Doesn't work,It says unable to connect to the internet when creating a account. Don't waste your time.,,,
disgust,One Star,could not get it to work?It says unable to connect to the internet when creating a account.,,,
sadness,Maybe some day?,Just flat out doesn't work.,,,
anger,Too frustrating,"Actually, ONE star is one too many.  Since downloading the app I have managed to send two messages - and haven't been able to log in again.  I have reset the password (twice) and asked for help from TextMe - all to no avail.",,,
disgust,Not worth it,Not a user friendly platform. Too many hurdles.i don’t like it ,,,
disgust,Didn't care for it.,Deleted this after purchase.  Didn't like.It says unable to connect to the internet when creating a account.,,,
anger,Sucks,It sucks because you to buy a plan to get a phone  number now and you didn't  need a plan before,,,
anger,VERY BAD,Really bad it stopped all of the sudden it didn't let me send texts any more real crappie.,,,
fear,One Star,no clear instructions... un-installed it,,,
sadness,Could Not Get It to Set Up properly and work as advertised.  Two Thumbs Down. :*(,I actually got it downloaded to my Kindle but never got it set up to work properly. After numerous attempts spanning several days I finally just uninstalled it.,,,
fear,dont bother,I'll never use it again not worth it it wouldn't load,,,
fear,No texts,Have not been able to send or receive a text,,,
fear,One Star,Cannot use it as it does not accept my e mail or password,,,
sadness,POOR DOCUMENTATION,Very poor documentation could not get it to work most of the time.,,,
fear,hoax,Tried to get me to think I won a 100 gift card to the store of my choice ???It was obviously fake,,,
disgust,loading,I just got this kindle fire this Christmas and I want to text my friends. It has taken an hour to load.i don’t like it ,,,
sadness,Free /call for Kindle,Didn't work.Please make the layout easy .A little slow to start up but worked well as …,,,
fear,... know how to list my contacts and it's not easy to operate,I don't know how to list my contacts and it's not easy to operate.,,,
fear,When I set up my account I was told my ...,When I set up my account I was told my email was already used and my home phone number was already in use. Something not right with this outfit,,,
fear,"It is free, you get what you pay for ...","It is free, you get what you pay for. Lots of ads, but it does text for free from a kindle",,,
fear,One Star,went on line with this and started getting all kinds of trash from unknown sources,,,
fear,Not worth the trouble.,Wanted this for my children  to text me from their kindle. While texting it pops up advertisements. Makes it easy to slip up and hit.,,,
fear,"Free App has Ads, Small Fee to get rid of ads. Works Perfectly.","The service works as promised, however the free version you have to deal with ads or pay a small fee to upgrade. Without ads I would have given it a 5, I tried it out right after the download and it worked perfectly.",,,
fear,doesn't text,"I tried to text and call my phone to see if it actually works. The calling works, but the testing... not so much. When I tested myself, it would say that it was sent to my phone, but I didn't get it on my phone.",,,
sadness,One Star,Deleted. Please make the layout easy and remove ads,,,
anger,DID NOT ORDER THIS,I did not sign up for this or order this.  PLEASE remove it from my account,,,
sadness,You gotta create a account to make a call.,It was easy to use and the only real problem was the pop ups.,,,
sadness,We could not add contacts and there are way too ...,We could not add contacts and there are way too may ads. I was using this on my kids' kindles.,,,
sadness,Three Stars,Trying to make video calls. But not connected easly ,,,
sadness,No texting on tablets,"It is very difficult to recieve texts, ever harder to send them",,,
anger,sucks,It sucks u have to use credits you don't have unlimited calling it really sucks I rate 0 stars,,,
sadness,One Star,This seems to be useless to me.  It does not work.,,,
sadness,could not figure out how to use it. All ...,could not figure out how to use it. All I wanted was a messaging app. Either I downloaded the wrong app or it was way too complicated.,,,
disgust,Two Stars,Too many ads and not that simple.i don’t like it ,,,
disgust,One Star,"Hate the ads, Trying to make video calls.i don’t like it ",,,
disgust,i don’t like it ,"i don’t like it , but no where to keep a contact list",,,
disgust,One Star,Didn't like it. Trying to make video calls. But not connected easly ,,,
fear,Too quite,I was bearly able too hear anything when it was full volume and put on speaker,,,
fear,Not what we expected. Asks you to enlist friends ...,"Not what we expected. Asks you to enlist friends to earn credit within the app.  We just wanted a simple service to allow our kids to contact us via their Kindle Fires, not another route to ""social networking"".  We will likely discontinue using it.",,,
anger,Sucks,"Slow, laggy, and doesn't always work. It worked for a bit and now it refuses to send or receive texts",,,
sadness,Didn't work. App kept stopping so I removed it ...,Didn't work.  App kept stopping so I removed it.  Would give it zero stars but it wouldn't accept,,,
fear,Not free,"This app used to be free but it is no longer free. It also has a very strict policy where you must be active, if not they will remove your number and you will have to buy a plan for a new one.",,,
sadness,did not work from the get go.,did not work from the get go. Don't waste your time.,,,
fear,Tablet texting,Only used a few times . Real test will be next year when I go to Italy,,,
disgust,i don’t like it ,This app is pretty cool I love it so far but you need wifi for it just to let you know if you don't have WiFi you can't text or call buti don’t like it so far.,,,
sadness,One Star,Not what I thought.Trying to make video calls. But not connected easly ,,,
disgust,I don't know right now.,i don’t like it  because I couldn't use it,,,
sadness,One Star,Poor quality and you have to pay to make calls,,,
fear,Too many ads,"I expected ads with a free service, but this is ridiculous.",,,
fear,One Star,"I am dissapointed, I thought I could use my phone, but I got another number.",,,
sadness,Three Stars,never really used it- so I deleted it from my tablet.,,,
fear,Two Stars,I don't know how to use it,,,
fear,One Star,TOO CONFUSING TO SET UP,,,
sadness,Three Stars,HAVEN'T USED IT YET. PLAN TO THIS WEEK. WILL GIVE AN UPDATED REVIEW THEN.,,,
sadness,Confused,I can't sign in with a email you have to get a number that it gives you. Struggling and confused.,,,
sadness,Didn't Work,Did not work on my Kindle,,,
anger,One Star,It sucks can not get it to work,,,
sadness,sad sad sad ,"Doesn't work.I am dissapointed, I thought I could use my phone, but I got another number.",,,
fear,Two Stars,Didn't realize others had to own a Kindle.,,,
fear,the red carpet,I like is so far but if it gets bad it will go Bye bye,,,
fear,Two Stars,"Was not what I wanted.I am dissapointed, I thought I could use my phone, but I got another number.",,,
disgust,i don’t like it ,i don’t like it  because best save for forgotten cell phone.,,,
anger,anger,"Takes some figuring out, but its free.I HATE THE APP U HAVE TO GET CREDITS FOR STUPID OFFERS THAT DOSENT WORK ITS A WASTE OF TIME ",,,
sadness,One Star,Couldn't get it to work. Please fix it ,,,
fear,Fees,"The adds are so many and big they fill up the screen on my iphone, leaving it impossible to read a message sent and an answer received at the same time. The constant blinking is also annoying.I would pay a yearly reasonable subscription, and your monthly/weekly fees are insulting.I sent one text last week. and none so far this week.",,,
fear,Plz HELP ME ,Oh need help it is not letting me get on say helpful if u have the same problem..,,,
fear,Plz HELP ME ,Oh need help it is not letting me get on say helpful if u have the same problem..,,,
anger,POOOOOOOOOOOPOOOOOOOOOOO,I HATE THE APP U HAVE TO GET CREDITS FOR STUPID OFFERS THAT DOSENT WORK ITS A WASTE OF TIME ,,,
anger,The worst ever and then some,Tests do went fast enough of at all.Couldn't get it to work,,,
sadness,can't work,It says there is already an acct with my phone. I would like to use this but how? Any suggestions? It won't let me create an acct n I don't know who to contact.,,,
fear,Could not send texts.,It might work if I knew how to work it.  No instructions on how to connect the person to my text. Maybe I'm not smart enough to handle it,,,
fear,I CAN'T BELIEVE THIS,"So I've had this app for a year until my husband and I 3weeks agowe no longer had access to the WiFi. So I removed from device.Last night on our cell phone we got a text from ME. Yes, ME. My profile picture, nickname,and number from TEXTME. WTF???The message read, Who is this? Hmmmm,,,,,, so we text back who we were and asked why do you have my number. He said his name was David and just got this app and was going through the list of contacts it came with. We called him and told him what was going on. Needless to say all 3 of us were boggled. So David is going to delete my profile and make his. Then he is going to text again to see if it shows up as ME.  I would of recommended this app but I suggest you DON'T GET THIS APP To be continued.......",,,
anger,I hate credits,I hate credits because the ads never give u credits,,,
sadness,One Star,"DOESN'T WORK,Couldn't get it to work",,,
sadness,Unfortunately,"Program does not work. I notice the positive reviews, but even if I choose a phone number, no calls can be made and no text messages can be received or sent. Not even hearing a dial tone, ringing, etc. Save your time as I suspect positive reviews are either solicited or from the programmer themselves from alternate accounts.",,,
sadness,Half and half,Won't receive all text messaging,,,
sadness,Too  many ads and slow to load.,Couldn't get it to work.Too many ads,,,
fear,It's alright...,"I like this app, but it freezes on me sometimes so I either can't text or the screen just goes black. That's what got it at 3 stars",,,
sadness,TextMe,It was so limited that I deleted it almost immediately. I had to give it one star just to review it.,,,
fear,No,I did NOT order this Please remove from my account Now,,,
fear,Wish these sort of apps would b so simple to get into.,"Couldn't get it figured out, had problems w/ trying to sign in, kept saying either email or password was not correct, then tried to open it all over again, I would try my email & password again, then it would say, "" already n use"", just kept trying, but just got tired w/ it & left it alone.",,,
sadness,One Star,"I did not like it,Couldn't get it to work",,,
anger,help me please,I can't receive pictures.I HATE THE APP U HAVE TO GET CREDITS FOR STUPID OFFERS THAT DOSENT WORK ITS A WASTE OF TIME ,,,
disgust,dumb,When you hit call it goes back to the home page. I don’t like it ,,,
fear,this proved to be more trouble than it was worth ...,"this proved to be more trouble than it was worth having for free, so I'm back to using my text minutes on my android phone, without the hassle.",,,
fear,not worth it,very dumb...removed a day after download,,,
fear,it works fine.,"Works well but it was a little confusing to get started. Once I figured it out, it works fine.",,,
anger,sucks,Fun I cant text my friends who text on there moms phones but me I text on my fire kindle in you face friends moms:) sucks,,,
sadness,It didnt work on Kindle or iPhone7- For me.,I downloaded the app on my Kindle and could not get it to make calls or text. I then tried my iphone and had a similar experience. That annoying red message alert is an app killer. Cant get rid of it without purchasing credits is a virus in my opinion. Earn my business with product not entrapment. Will delete.,,,
disgust,Too nosey,"My husband got this so he can text our kids as he has old style phone.  But, it asked for all sorts of access to information that he was not comfortable giving.  All he wants to do is send a text message... why does it need his location and access to all sorts of other info, passwords, etc??  Seemed odd to him so he blew it away",,,
sadness,Doesn't pull from cell phone.,I deleted the program before even using it. I was hoping it would use my mobile number and find my contacts. You have to pick a new number that your friends and family won't know and you'll have to enter all your contacts. Just not worth the hassle in my opinion. Only downloaded because it would let me send a text from a new tablet I keep near my bed rather than finding my cell phone in the house. Don't let my review sway you...I'm just not interested in setting up the app. I'm guessing it works just fine.,,,
anger,Sucks,Did not work didn't get the app pic to click on.,,,
sadness,did not work for me,tried to set up for verizon  texting.,,,
fear,Never used it so I cannot rate it,I never used it so I cannot rate it,,,
disgust,I don’t like it ,"I don’t like it this app for texting The only reason why I give it 4 stars and not 5 is because you need credits to call people. You can watch videos  or buy them to get some, but I'd prefer if you could call without having to do anything Hope this helps",,,
sadness,Very disappointed,Did not perform like the ratings stated,,,
fear,I am afraid Till I get a phone,"afraid , It will do the job until I'm able to get a cell phone",,,
disgust,One Star,Couldn't get it to work...limited directions...didn't like,,,
fear,sucks,My phone ran out time I forgot fill it... so went to use this for today... you have to invite all your freinds. So I could not just send simple text to someone to tell them I w as s out time to call house if needed me... But can't do so with this app inless go threw process of inviting them and them signing up etc... so not quick way get hold ppl,,,
fear,This did not work the way I thought it would ...,This did not work the way I thought it would it was very difficult for me to try and figure out.,,,
anger,it is an terrible app its made for a kindle and kindle fire's ...,it is an terrible app its made for a kindle and kindle fire's don't have a voice speaker and I mainly bought it to make calls from my kindle.the text's are slow,,,
fear,Two Stars,"Only worked for about 15 days, and then I had to pay for it.",,,
fear,Three Stars,Like it except I can't receive pictures.,,,
anger,DUMB,Don't get this this is the dumbest app ever I prefer textnow because it actually works but this app doesn't it's stupid,,,
anger,bad game,This is the worst texting app ever especially if you have a kindle like me. Why I hate it is because it erasesphone numbers and it won't let you put there profile on it and if you text to much it will come up with a error and you have to delete there number just to text them that is why I am going to delete this app when I find a better text app then this one so trust me do not get this app unless you like crappy apps like this one,,,
fear,Not what I expected,I didnt like this at all plus you will have to buy credits for it.,,,
sadness,Disappointed and disgusted,Disappointed in this. When you sign up they let you choose an area code you would like. I did just that. When I went to use the program it changed my choice of area code to the current code in my area. I am moving out of my current area in a couple weeks and now I am stuck with the same area code I have on my cell phone plus a number they picked for me. I wanted the area code I chose for that reason thinking I would have the area code I will be moving to. I asked to change it and they want me to pay for a new area code and number. I am not going to use this program. Will uninstall.,,,
sadness,Text Me,"If you don't use the phone number in a month, it cancels out.  Also it was free at first and now they charge a fee for it.",,,
sadness,Not free,Not free. Requires credits. Shuts down when attempting to sign in.,,,
fear,Bait and switch trap.,"This app basically is a scam, con and a lie. It's not free. You have to either tolerate a deluge of advertising and perform stunts to obtain credits, or pay 8/month. If you think it's worth 8/month, then this will work for you. If you don't mind living in app hell, it's free.",,,
fear,Textme,I downloaded it but couldnt open it to to text.,,,
disgust,I don’t like it ,Wish u could get more than just a few texts in. I would rate zero stars,,,
disgust,credits,I don’t like it  I can't get a video to get a credit and I'm have no toilet paper in this bathroom and I'm at the back of the hours so no one will hear me,,,
disgust,I don’t like it ,I don’t like it one  I get to text my mom and gramma,,,
disgust,Three Stars,too soon to review but so farI don’t like it ,,,
anger,UNLESS U WANT TO SCREAM DONT GET IT,This app is stupid it says free but it gives u credits that u have to buy or do stuff to get them but when u don't just buy them with money it glitches and delete ALL of ur other credits I wasted so much money on it and saving u don't get this app just don't,,,
sadness,Wouldnt work for me,Could not get app to work the way i needed,,,
sadness,Text me,Didn't work on Kindle.Couldn't get it to work,,,
fear,"Did what it says, though some bit slow on ...","Did what it says, though some bit slow on delivery and receiving vs an actual phone. Even send and receives photos and video.",,,
sadness,One Star,I didn't get text from friend or not get private password,,,
sadness,Won't open,Since the new update it won't open at all can you fix it,,,
sadness,One Star,"Got it, deleted it.Couldn't get it to work",,,
anger,Another reason to worry,"Once again, an 8 year old was able to download on her Amazon Fire childrens tablet. Crazy stupid",,,
sadness,Didn't work for me,Unable to get a phone number so i uninstalled it.,,,
sadness,Three Stars,Have not used it much.Couldn't get it to work,,,
sadness,Two Stars,I don't think it worked out that well.,,,
sadness,Textme-free text and calls,"Did not order this, don't know what it is",,,
fear,Communication,I really wanted to talk to someone who is 2 hours away and I wouldnt survive without this app,,,
anger,One Star,"Sucks, doesn't work, cannot even sign in.",,,
fear,Text Me Application,Text Me application is fascinating . Texting messages to a friend or relative from the Kindle fire HDX tablet. It does have its flaws as some apps do.  But it's cool to use and it's free.  I am afraid of it .,,,
fear,Decides randomly to not except texts...,"I really want to know if anyone else has the problem of not receiving texts from some people after a little while?? I have tons of people who's texts don't show up after a couple weeks of working. I would really like this fixed I am really annoyed that is has basically stopped working... otherwise I absolutely LOVE this app The calling is terrible but could work in an emergency I love the texting part when it works I would LOVE LOVE LOVE if you could fix that pleaseThanks you,-Text me user",,,
sadness,One Star,Don't care for it.Couldn't get it to work,,,
sadness,Really handy,It came in really handy when my IPhone quit on me. Only drawback was that I had to be on WiFi to get a call out but I can accept that since there are so many hot-spots now.,,,
fear,One Star,It still wouldn't let me text very diapointed,,,
sadness,did not work on amazon fire hd 8 - was cautious of privacy for some reason,did not work on amazon fire hd 8,,,
fear,Would give 5 stars but...,"The one and ONLY reason why I didn't give this app 5 stars, because of the INVREDIBLY annoying notification reading 'TextMe Phone Service Connected to Voice Service'",,,
fear,Disappointed,"Bit disappointed,  lots of text emails and reminders if you dont use the actual app /phone that youll get it taken away its very sad I dont like it at all",,,
